Index	NumberPSM	Gene	MaxPepProb	ReferenceIntensity	126	127N	127C	128N	128C	129N	129C	130N	130C	131N	RefInt_TMT10_FP18_chimerys
P11226	42	MBL2	1.0	27.559347115720776	-0.46713284374809483	-4.016230882514275	-3.2720970456749514	-0.4145227567714551	-3.2912059474592983	0.7328241978933363	0.9944848699566116	1.2407007999432231	-2.414372438232494	0.5471721885309293	27.559347115720776
P11233	6	RALA	1.0	24.256560347739324	-0.23546387188054574	-4.4683522163572045	-2.8590818849128965	1.443292932397597	-3.7284560353533465	0.273782433533432	-0.4240277070790839	0.3817538194572805	-3.5077280896158722	0.5198499383577779	24.256560347739324
P11234	18	RALB	1.0	25.25136107608664	-0.01053451786550319	-4.104292026532017	-2.8004926468306888	1.4648061352465458	-3.490191391808069	0.504606336201288	0.10755050220980067	0.7059476031318415	-3.2617890130046785	0.4193125387151646	25.25136107608664
P11245	6	NAT2	1.0	22.25373751005887	0.9329464459403845	-3.7644443163828774	-1.5092615517049293	-0.7323613054646172	-3.207140735912871	-0.34365553019614836	0.2912981913569288	0.6716527547952875	-2.9475364059342732	1.277281533755116	22.25373751005887
P11274	7	BCR	1.0	21.673956390092105	0.1587749825167286	-4.006613609316892	-2.6774368156815704	1.3342098208172217	-2.8231068087912803	0.5279580821606125	0.15864278722297165	0.555944727537625	-3.184677848363391	0.633685144554093	21.673956390092105
P11277	82	SPTB	1.0	25.153087708546693	-0.2341242793917333	-3.9261845258119115	-3.057327625066378	0.5570812843203683	-3.153646181969699	0.09430842545142859	-0.14711524642468188	0.46105284879645936	-3.48690345316564	1.746856531868902	25.153087708546693
P11279	8	LAMP1	1.0	26.49304731085543	0.06308145101081664	-3.7775318084179927	-2.7455174460422906	1.3795806951504836	-3.361839636101352	0.46583051702039313	0.2054872111128283	0.8996515903397384	-3.2136301038571844	0.47166612228274296	26.49304731085543
P11310	56	ACADM	1.0	28.04835570377554	0.9292252956760283	-4.178512624004583	-1.6694838741333538	0.4437751454208385	-3.3350900395946175	-0.17196904028664228	-0.22987221422745385	1.009765495742144	-3.4123588798988207	0.8899186645022894	28.04835570377554
P11387	39	TOP1	1.0	25.650483416892893	-0.43762371377287757	-4.31645403901327	-3.2888053852061265	1.8681969934922762	-3.316915106654572	0.5721849943092181	0.2789744243759493	0.026100955938559878	-3.17110673598864	0.061410361090732835	25.650483416892893
P11388	68	TOP2A	1.0	25.37326329306141	-0.8503993644174752	-4.355787388215938	-3.7222227791520908	2.339674697137105	-3.5038615066783017	0.39736916722381466	-0.5278919674368545	-0.42735167590774026	-3.811810327768357	-0.5138731261174989	25.37326329306141
P11413	33	G6PD	1.0	25.30298910736687	-0.4013798692640229	-4.3572078942456915	-3.4047928171018658	1.3591738589159235	-3.462472313964077	0.611612824732255	0.4836600116035612	0.09907607258763562	-1.8893383264572527	0.49146439821656784	25.30298910736687
P11441	7	UBL4A	1.0	22.61660276697043	-0.08650997476098965	-3.8316317579680375	-3.055994316308256	1.1221131520828145	-3.134434674180616	0.5133756865241459	0.6147575761258395	0.5654827769045738	-2.9660277404544857	0.3846837851581917	22.61660276697043
P11474	1	ESRRA	0.9998	19.068145585417067	0.10948565749544592	NA	-2.7656229116220743	1.2548750407700666	-2.8087930243932426	0.11545536625905051	0.24264242483694076	0.6627720747801256	-2.4646997788307274	0.27997673875446694	19.068145585417067
P11498	236	PC	1.0	29.08993374263756	0.3575281423613683	-3.8705907612365937	-2.5029888091937202	0.38661686144738105	-2.682372913112548	0.5693243204781178	0.5660048341180044	0.8648820302036917	-2.8896168931729296	0.690756948878434	29.08993374263756
P11509	71	CYP2A6	1.0	26.81460367258376	0.5978244282184466	-3.4552169313172305	-2.267022105709917	-0.20777310271744653	-3.2451030485398578	-0.4680118151756574	-0.5264860731242642	1.2701901408218532	-3.851320183631744	1.2952191809288394	26.81460367258376
P11532	21	DMD	1.0	23.15530680941329	0.5942462133373319	-3.7316884188778996	-2.5740234620593325	0.3347548212098772	-2.796735493324009	0.41147987094765703	0.5062890578944916	0.6687168370040908	-2.788351063406833	0.9653573943003604	23.15530680941329
P11586	260	MTHFD1	1.0	29.50227475523095	0.361170609919899	-3.9842735884692706	-2.517643813811546	0.1983388732040643	-3.2294565598745963	0.36890291043228274	0.5799094967139045	0.7930660448180546	-2.794952150632236	0.9637324239581737	29.50227475523095
P11678	10	EPX	1.0	23.2977272974847	0.24919717982648848	-4.015606531742613	-2.5766864123506252	0.5058825579213533	-1.9377407756515206	-0.10983067187830997	-0.22010826847659715	0.7758480810121551	-3.506127107518635	1.4501231645491544	23.2977272974847
P11712	104	CYP2C9	1.0	28.757840661307885	0.3398271052071866	-3.892516681915752	-2.550122759836672	0.3694951921509819	-2.950467455052326	0.3812491676775842	0.24918320087359547	1.0007215761554544	-3.167801416896694	0.7184569017226412	28.757840661307885
P11717	31	IGF2R	1.0	24.352816266371462	0.03837052891109849	-4.064400751686009	-2.904469136718724	1.2497538434057773	-3.169325986555565	0.5256640281650604	0.4636026979788781	0.7203398309996922	-2.8716759830136063	0.517095963578706	24.352816266371462
P11766	68	ADH5	1.0	27.93009319869788	0.8359479293088823	-4.1409023958458215	-1.985704456647655	0.37797380310408446	-3.5755859351076653	0.2919448248789056	0.5832994718674467	0.6277916240745451	-2.7752323987335235	0.6097053645736352	27.93009319869788
P11908	6	PRPS2	1.0	23.614977525624187	0.2678600839229137	-3.7827181762759867	-2.4481961028795203	0.8353456770623247	-3.231637759432161	0.6660145653056873	0.8295200082753382	0.4242198388816778	-2.522347895201384	0.27776777030911504	23.614977525624187
P11940	65	PABPC1	1.0	27.651831749750485	0.015001081661583981	-4.257638865275126	-2.838280927614626	1.200976364960546	-3.110508856680605	0.5470494567237516	0.620244980032707	0.5308851931554521	-2.7365240661892063	0.5348859954758094	27.651831749750485
P12004	22	PCNA	1.0	25.26101668395067	-0.3048908489755835	-4.276640818596119	-3.13138922718632	2.0860073666997936	-3.5757330894056576	0.4285921952281875	-0.01902037161218928	-0.27515425910202307	-3.5122771644400297	-0.05901310663671211	25.26101668395067
P12035	4	KRT3	0.9993	25.705210478390114	0.4047064245992704	-3.1566189438315755	-2.3828671066510783	0.7002555207736378	-1.864930601882274	0.30169192450271076	-0.1604361272239423	1.1039650991864036	-3.2281954897228395	0.6913654411713122	25.705210478390114
P12081	24	HARS	1.0	24.970960218385432	0.14030888946792075	-4.189224290436599	-2.587906185105812	1.0209516967041736	-3.361629477669924	0.7570545362372627	0.8457672711888202	0.3856194013682739	-2.3961555286211773	0.17988414588858603	24.970960218385432
P12109	102	COL6A1	1.0	28.038383744315574	-0.21386471149612163	-3.805131502079516	-2.954984758812529	0.5493745431323305	-2.9299162510012273	0.44591472044039726	0.24247670959849899	0.7473532652600348	-3.0926409920013933	1.118039786923008	28.038383744315574
P12110	79	COL6A2	1.0	28.291721651246274	-0.16558046418996852	-3.824373739323317	-3.007077868351171	0.8180460151021762	-3.0264582086088927	0.46471117935641715	0.3113165291493143	0.8069309357554761	-3.186877092921815	0.9485521323945498	28.291721651246274
P12111	330	COL6A3	1.0	28.821406890053506	-0.22538509649401206	-3.820671073502263	-2.962340345966579	0.6706435624307048	-2.9401478713690885	0.4543296175992255	0.258199110547114	0.8132218798921738	-3.14680834959451	1.092358766782482	28.821406890053506
P12235	4	SLC25A4	1.0	25.303267120123945	0.2983863381947085	-3.80568800415295	-2.6798883008349597	1.404511093960469	-2.5062929783038417	0.6510925746744753	0.19256610014913633	0.7997825909665064	-3.425975943448135	0.17330296045380322	25.303267120123945
P12236	6	SLC25A6	1.0	22.97055076333239	0.01525989959543761	-3.936105444910268	-3.0201694719123973	1.3421413576252545	-3.2098578860937517	0.6955565506852324	0.3524564725630537	0.4848632393041896	-2.7880154040163942	0.2523704073255706	22.97055076333239
P12259	31	F5	1.0	23.10664205174166	-0.15397030229492614	-4.320098000074965	-3.1125860213216328	0.8386108997034558	-3.2826577093793325	0.9538745129004376	0.8318451402194178	0.4285380524467932	-2.6007716807090144	0.4374447705620206	23.10664205174166
P12268	32	IMPDH2	1.0	26.59224980667034	-0.0818653918555281	-4.208708275746264	-2.8104889057815257	1.5855711370843757	-3.6164899894338163	0.4025061550819977	0.13738778364920368	0.27682057067458565	-3.460087047211468	0.3841177441288721	26.59224980667034
P12270	85	TPR	1.0	25.059549680596593	-0.1206580964855295	-4.318095483916956	-2.969336010164735	1.474775001845149	-3.4200708142431644	0.713479908084178	0.4428198758923614	0.4103370746423014	-2.8720808038103973	0.2828887014064847	25.059549680596593
P12277	7	CKB	1.0	22.092763967154553	0.28539874125976894	-2.78872708850556	-3.0101823323746206	0.7327832199937081	-3.206238343779102	0.15533719387504163	0.16793996540416245	0.6233392445507917	-3.3645486296548093	1.104756845136233	22.092763967154553
P12318	2	FCGR2A	0.9983	20.90364785985392	0.21062309446293348	-4.525365299574328	-2.551644978533367	0.7041542927205651	-2.6203589058324317	0.25180248461029464	0.27612326966899303	1.0355926218914284	-3.063933476797186	0.9744166120174551	20.90364785985392
P12429	18	ANXA3	1.0	23.554207583959702	0.18962134048370594	-3.696043059993004	-2.600925645926808	0.1075691377514314	-3.142338363529233	-0.044016213507134694	0.037518181196368516	0.48397207161192846	-3.5815540938213326	1.889621364468808	23.554207583959702
P12532	21	CKMT1A	1.0	23.237589662653235	-0.4242236397613297	-4.0107971385928405	-3.685077243846969	2.212922221799875	-3.293475642285154	0.4240245672898588	-0.30626699512675515	-0.13961520376114933	-3.7328159701107104	-0.12086155852467151	23.237589662653235
P12694	51	BCKDHA	1.0	26.532706978774243	0.7040951023181279	-3.564565552095832	-2.129275689593321	0.5954335303192337	-2.801181869990657	0.24435948174121336	0.09259658719507513	0.8948764751948985	-3.263996783068862	1.0229411361020553	26.532706978774243
P12724	2	RNASE3	0.9831	22.414065250883482	-0.024508171969383596	-3.8762927030042515	-2.8873635758983545	0.3134367404146605	-2.104435851060938	0.20789391295456738	0.004766163809852841	0.4839951590320464	-3.3740379728330065	1.7647881465001962	22.414065250883482
P12814	128	ACTN1	1.0	27.027984253394497	0.35741868851725656	-4.120253684262945	-2.512732887923363	0.44032323183501454	-3.3091587526894912	0.47195975333605844	0.5058150996685846	0.7478029123016832	-2.9532008914865138	0.8329733110398934	27.027984253394497
P12821	4	ACE	1.0	20.913451636761852	0.435991113968889	-3.0124996894229126	-2.2572195682728644	0.7878053155204423	-2.5079711947135808	0.5163819240957199	0.3246201729584879	0.6776910382618873	-2.860117034151414	0.9416426742162418	20.913451636761852
P12829	1	MYL4	0.9984	18.020620184777478	0.41986331221108486	-3.9479932587687685	-2.5677087759327524	0.918218514699344	-2.807333189338955	0.5500904792483396	0.5415988864521815	0.7241911189783181	-2.9329198765307165	0.7599294984251408	18.020620184777478
P12830	21	CDH1	1.0	25.450373590406098	0.3982574705392459	-3.9802135634806275	-2.476089409395403	1.0718122524069038	-2.964166384350076	-0.04415935796767023	-0.460044422223703	0.9855066356457289	-3.5870765982851758	0.9199872888308391	25.450373590406098
P12931	1	SRC	0.9997	20.078005540209364	0.20151449400791321	-3.213874602134519	-2.1482253683822456	0.9496330621148594	-2.840189717220751	0.24435221042231703	0.3082892773945005	0.8021576043907075	-2.3757858005877566	1.0611031411603236	20.078005540209364
P12955	19	PEPD	1.0	24.95013227716584	0.6419601694137338	-4.030818996479743	-2.113576313246103	0.49818251414231796	-3.0905840207365802	0.3218444011585895	0.4063966335339835	0.339385531931093	-2.8596658014655283	1.1134623377811863	24.95013227716584
P12956	75	XRCC6	1.0	26.620709177198155	-0.0486698692635521	-4.704087353696249	-2.787532374070402	1.2678325009270672	-3.56465472608763	0.676816065566511	0.5611143713548721	0.36199654810896753	-2.9449571097271816	0.5131445728659862	26.620709177198155
P13010	48	XRCC5	1.0	26.551730191236715	0.037599889812398146	-4.031826701340786	-2.675570157715388	1.2854151694627696	-3.4748036277110046	0.5723594116467146	0.5459818435873265	0.3124513965552769	-2.9039854913321506	0.5272082056690337	26.551730191236715
P13051	4	UNG	1.0	22.707326747810665	-0.25050253488569574	-3.87807333098767	-2.821119301052959	1.5308905751736752	-3.513571760428242	0.55782217577962	0.2784374510341534	0.26603084772522223	-2.561748095556636	0.5528815076124802	22.707326747810665
P13073	37	COX4I1	1.0	28.52735656672055	0.45729553923228394	-3.814450768970282	-2.3314130827961073	0.813518732137755	-2.6897304667936224	0.4523555019839236	0.2777429529068538	0.9474309379213182	-2.998747936997349	0.41994706566449125	28.52735656672055
P13196	14	ALAS1	1.0	23.411140311929632	0.18714635562087523	-4.170458840301368	-2.7081599067565376	0.9136038248031806	-3.364489401626548	0.7488761470980236	0.662989764128648	0.8601880528225525	-2.715169815995245	0.5774179899471878	23.411140311929632
P13284	16	IFI30	1.0	25.284059518831143	-0.0393276807057088	-4.0014522724362624	-3.099265096895124	1.4564958576653506	-3.051071647792069	0.4933861037783096	0.22762165352160757	0.024307757181439626	-3.032930114645545	0.2308519448959503	25.284059518831143
P13473	7	LAMP2	1.0	25.957651818211847	-0.3466881218223996	-3.4449704059779798	-3.1187176855642367	0.9199224690605234	-2.7433861774331145	0.8198371804094577	0.8745050089175699	0.6891782837459282	-2.4064075293416956	0.2798946111165179	25.957651818211847
P13489	28	RNH1	1.0	25.428620306287673	0.2075680864891467	-3.8726787330920835	-3.2063064511761237	0.4236350947287253	-3.0992480213917233	0.5518789500749381	0.8276517261597895	0.5335302288191279	-2.582226496572189	0.825561019290606	25.428620306287673
P13498	1	CYBA	1.0	23.91602893053793	0.3606834184072625	-4.936220640458938	-2.4007323652341945	-0.6718159344038597	-3.884365711912187	0.1819455344384231	-0.007208645702011296	1.6629697330208266	-2.9909347902584926	1.248905100377776	23.91602893053793
P13611	1	VCAN	0.9941	19.69218081492351	0.07908431544415961	-3.702069448961259	-2.704701253685288	1.3155202550351923	-2.661894115717816	0.3597555544234936	0.664652471900407	0.654656384203463	-2.770371985532355	0.5629520813691364	19.69218081492351
P13612	4	ITGA4	1.0	21.00935264835417	0.1782752827439058	-4.361850968274236	-2.6130101345934653	0.6530922386882168	-3.389966158545354	0.5045469530283739	0.6292629486441186	0.8573611714749667	-2.7257440805947253	0.9499104812872101	21.00935264835417
P13637	1	ATP1A3	0.9999	20.31125233477918	0.5526200431850654	-3.8003249531334227	-2.8685231724488105	1.093787109186124	-3.0834345366979488	0.18829419049556506	-0.005631117615514825	0.37412655774924986	-3.1787225109935537	1.3392666000320936	20.31125233477918
P13639	137	EEF2	1.0	28.441206605573164	0.32056092022797067	-4.215285407691349	-2.5015094851224005	0.8251657231969212	-3.3637409504918727	0.52152853568737	0.634920690039948	0.6510834859332313	-2.752828151533521	0.6923658323830892	28.441206605573164
P13645	125	KRT10	1.0	28.913084798041208	-0.313061710162593	-3.468936912817906	-3.0743246414939804	0.9923571328936021	-3.0480527662373653	1.12286043978618	0.5255232330447761	0.3733197134622461	-2.7684902409999275	0.2677306862563089	28.913084798041208
P13646	8	KRT13	1.0	24.526902505056498	-0.13581990253128318	-3.526544188958523	-3.1482216100277	-0.12281574012456709	-2.918388640468309	-0.21604304208744374	0.660441153004637	-0.04204574301605035	-2.7237321737055584	1.723864529200621	24.526902505056498
P13647	47	KRT5	1.0	26.339234597634025	-0.39440859122616345	-4.1837087949111975	-3.1891412078834023	1.0132404129118182	-3.5544213269265246	1.1552690378932917	0.41094473444829305	0.5106459489276851	-3.1453832282929604	0.2832353795661984	26.339234597634025
P13667	264	PDIA4	1.0	28.602874089465097	-0.20868296107981266	-4.274779478816939	-2.9961681592864338	0.36373564807046677	-3.385896317541606	0.884328072337544	0.8728123676801793	0.6588481378021491	-2.5362300489619054	0.3811759402774051	28.602874089465097
P13671	13	C6	1.0	23.965222053668686	0.28009899365086	-3.7563542325818773	-2.660565480541374	0.45981412705454616	-3.2676741946226766	0.5073184168460969	0.44623194633254926	0.7936792492023876	-3.0609960407453745	1.0950735752932275	23.965222053668686
P13674	31	P4HA1	1.0	24.93772996450596	-0.471990932452357	-4.5272446265319335	-3.171803746296808	0.9993736913332043	-3.7037792770922433	1.1062902539590027	1.1283264819469139	0.3393235863883941	-2.3599025151077164	-0.2806951807174052	24.93772996450596
P13686	1	ACP5	1.0	18.118606435989076	0.06771889213500515	-3.8942468834728654	-2.752360913970149	1.2549878906768939	-3.461471713290491	0.5340330796361918	0.18239959589839927	1.047145394650606	-3.357060300997592	0.5965306322677115	18.118606435989076
P13688	8	CEACAM1	1.0	22.83061567713218	0.3221154239194517	-4.138521775023368	-2.4781987870307383	0.897763246025927	-2.980748546879534	0.35063096688591777	0.16780899521313675	0.8363815839280315	-3.140195935747169	0.21467932252368005	22.83061567713218
P13693	27	TPT1	1.0	26.382745668826523	0.17795667863552467	-4.430534018307389	-2.6898352053218897	0.6471209257888262	-3.875313692463183	0.5506418619870495	0.9065146276804938	0.21752022245525637	-2.582587166105446	1.0214885775597544	26.382745668826523
P13716	48	ALAD	1.0	26.35709020511811	1.1048022391532086	-3.5546064874934444	-1.6218468375339983	0.22733152026645875	-2.9971403344425003	0.35672575169563636	0.7317431972820962	0.644648744471116	-2.6935408659524684	0.28893424040289606	26.35709020511811
P13727	2	PRG2	0.9999	21.94787381818119	-0.1689049422375497	-3.9022065390736973	-3.0502040861508597	0.12117247399604025	-0.30361152548495873	-0.11638498837209355	0.4429143197622132	1.406347489132111	-3.18443109358454	0.651159618637541	21.94787381818119
P13747	4	HLA-E	1.0	22.371846373847514	-0.4042979340941244	-4.185935687467797	-3.5690256073193147	0.41660993079469844	-3.1578311162275945	0.998620749223373	0.6135842450523574	0.510783214005623	-2.668673343160778	0.5491527136187138	22.371846373847514
P13762	1	HLA-DRB4	0.9986	19.429979682006632	-1.4886774391170157	-4.468013860739909	-3.8805040970895615	2.1897356919404167	0.4873832184620035	0.1449418314188371	-0.8585430294275334	-1.2934533989479977	NA	-0.9962785241955423	19.429979682006632
P13796	44	LCP1	1.0	25.834375271143802	0.24578046200569936	-4.088837113297888	-2.6730927086557648	0.2040061403118445	-2.8674330445086857	0.5499008673909724	0.8208648766932249	0.590394124982268	-2.62828759293821	0.8844607002790905	25.834375271143802
P13797	93	PLS3	1.0	26.839608176714744	0.2638911576507539	-4.335516256844256	-2.4998737613514104	0.30856667487574896	-3.5700954202596034	0.7922627538723752	1.1182056464786712	0.25747858601758367	-2.3381977485731014	0.5947305182487934	26.839608176714744
P13798	27	APEH	1.0	25.01080559658179	0.8908983144549758	-3.1936753746618542	-1.736543152619717	0.6492039048705376	-3.123853474130531	0.29069475488196517	0.383065485263657	0.527646079302464	-2.969944026440899	0.5772573052025152	25.01080559658179
P13804	67	ETFA	1.0	28.6205967176798	0.5661659047260699	-4.254682210199979	-1.9717373816546644	0.6741031080071007	-3.7097651981114748	0.3921944477705779	0.43683477156719874	0.7720699480721116	-2.933288550253561	0.5953671986193072	28.6205967176798
P13807	8	GYS1	1.0	23.297074171693374	0.4612492293964179	-4.049789309566451	-2.156136577646045	0.11694261934118266	-3.1050314162701556	0.44506242442989574	0.7419098482296329	0.6628995302975005	-2.815407629392382	1.0400840100330253	23.297074171693374
P13861	46	PRKAR2A	1.0	26.236020537483302	0.20517045713599558	-3.848510648531354	-2.5630613827862945	1.302153339242249	-3.195799087881964	0.4092257646388955	0.4258348285343878	0.3613867887759348	-2.8495449800643016	0.6555464961231259	26.236020537483302
P13928	3	ANXA8	1.0	19.972839464548148	0.7988369955032208	-2.7110090715625486	-2.0915638075874217	0.060400909526293844	-3.2859240152431983	-0.028979060641763255	0.1696022651483382	1.026479380560371	-3.606098610671424	1.4511243106317409	19.972839464548148
P13929	41	ENO3	1.0	26.513182723077552	0.8977986849642399	-4.071911242541089	-1.8354704109672682	0.8273488378366345	-3.5404539706892812	-0.2048221512508661	-0.3506995022472523	0.7971658464295786	-3.6340826403212017	0.7105770103543918	26.513182723077552
P13984	3	GTF2F2	0.9992	21.5309244101937	0.4555974285532969	-4.5615863026198	-2.7425882710065306	1.4765946731807595	-3.760369331354271	0.5417724897156155	0.17117926064188183	0.3338867156510261	-2.958539890935514	0.48212365112107847	21.5309244101937
P13987	9	CD59	1.0	24.45688082149351	-0.7388259321889983	-4.240438957541137	-3.2622324495202513	0.6912846497794618	-2.6537948126046516	0.9753671415875793	1.0958848424141614	0.42017272212996915	-2.5014935905120925	0.045371506826054286	24.45688082149351
P14060	1	HSD3B1	0.9928	19.90193459599325	0.4066815528760763	-4.429151931070351	-2.615216886448188	1.116376096326686	-3.28121080560755	0.8529761499200497	0.7359406348509019	0.4041756779376797	-3.100037581649353	0.3586167281732351	19.90193459599325
P14174	10	MIF	1.0	26.4241873673603	0.19094079653390406	-3.8963258558480405	-2.8878267085200164	1.188299309252594	-3.1745309652170963	0.5623790459040681	0.6782032089317358	0.7236911399746333	-2.506789686365704	0.2766152511770468	26.4241873673603
P14207	5	FOLR2	1.0	22.980165573875198	-0.02628307341909064	-4.785237438724183	-3.4835180263754744	0.05031921957916907	-2.9848619957708955	0.9353362929119022	1.1564266537608212	0.988001522676246	-2.332818081563559	0.33034174671134764	22.980165573875198
P14209	7	CD99	1.0	24.357011814215433	-0.03709171855568094	-4.183544620921876	-2.827741116601091	0.5235582516234949	-3.6865261503677074	0.24078956288655462	0.13168577709193308	0.5481938954990007	-3.2482542231139613	0.5382906234679332	24.357011814215433
P14222	1	PRF1	0.9996	19.011777944685207	-0.04979945707689026	-3.3890677030756855	-2.819685506807952	0.9509028576036229	-1.7688938901026603	0.404877974065613	0.13464580685705485	1.4639085039967696	-2.6785167214218077	0.30307419069632857	19.011777944685207
P14314	88	PRKCSH	1.0	27.774317502113735	0.2901586638444291	-4.087577293581855	-2.6051975523195416	0.7201297362258003	-3.057236312548688	0.6996776250812449	0.5728946965159762	0.8397720305873371	-2.872626005831208	0.2933698180074549	27.774317502113735
P14316	2	IRF2	0.9941	20.74958999664386	-0.21448370397726002	-4.532366658443744	-2.900399842224145	1.599970275360631	-3.277076207055763	0.7589613320573303	0.5369366707550558	0.360953551569537	-2.682942760925358	0.27215266894469003	20.74958999664386
P14317	15	HCLS1	1.0	23.301593174774005	0.36038478119844797	-4.120241040441899	-2.4466210313612358	0.6606204434401963	-2.9888785904720176	0.5385469277649335	0.44965479620294246	0.9868035774339248	-2.7914484054219573	0.4592641013888006	23.301593174774005
P14324	28	FDPS	1.0	26.759372416931505	-0.19923624210905722	-4.156712589101863	-3.048417178907785	1.1240907176321997	-3.2231109117148193	0.37008096281099867	0.5996449821748442	-0.045822239665927356	-2.851554647374069	1.0898686249406904	26.759372416931505
P14373	1	TRIM27	0.9999	18.611460007694266	-0.3788841658398958	NA	-2.7562038849007156	1.2911708513921525	-2.996007235049305	0.8327380697912865	0.6202858085635512	0.1643245088806431	-2.87871057592214	-0.09619686222782597	18.611460007694266
P14384	8	CPM	1.0	23.678894500049953	0.037109561308080075	-4.393889620783139	-2.8719728636897326	1.3150645974465878	-3.0100778997791915	0.5570363378707341	0.31182669163043286	0.693517135351085	-3.3056662521020517	0.6630774319027335	23.678894500049953
P14406	9	COX7A2	1.0	26.74694297190196	0.5745768381265037	-4.132603513218376	-2.271807946369764	0.22940762803412085	-3.7766261005580466	0.4196376084988067	0.23139270724146854	0.9927271081155453	-3.1630347872362092	0.569301585270459	26.74694297190196
P14543	44	NID1	1.0	25.412773910223148	-0.4123546079761944	-3.8019194425787006	-3.1117574501793897	1.6966169476586046	-3.1019759993451625	0.5017615092579959	0.19775697045419705	0.3100264664451835	-3.1380261288290265	0.36963389449621253	25.412773910223148
P14550	70	AKR1A1	1.0	28.313207398634624	0.394679081680966	-4.206287561159595	-2.494268248801359	0.2641486317080588	-3.483074105843566	0.01955565328584541	0.20101860201685895	0.1456100780174694	-3.151061634493659	1.5050350584953023	28.313207398634624
P14555	6	PLA2G2A	1.0	24.680442037426108	-2.151871330383697	-5.142461023613075	-4.6999147054269175	-0.9680746385500996	-3.6902553190390677	1.6043520868270669	1.7061874176930676	-0.23823699987671887	-1.3389663202149782	-1.2568935637075977	24.680442037426108
P14618	104	PKM	1.0	27.143767384237098	-0.2726518341724695	-4.113131550933279	-3.094931944760887	1.5037734428757403	-3.4503779827431798	0.45331668965594574	0.3359818453512702	0.06118724012060284	-3.0776865002785634	0.5103476941219274	27.143767384237098
P14621	8	ACYP2	1.0	24.957088995107657	0.5169750414171883	-3.687524427214747	-2.1342122422212872	-0.04780364739345977	-3.004812171541519	0.4277352885181127	0.5909888238743974	0.6117114171428284	-2.5388988792714144	1.1874437889830354	24.957088995107657
P14625	360	HSP90B1	1.0	30.055378962618967	-0.017648274631856253	-4.263206015749864	-2.865819793334083	0.6958504788173734	-3.401947986456168	0.7671608777316159	0.6935148779937759	0.7434015296783318	-2.7073020910110444	0.46091691787882993	30.055378962618967
P14649	7	MYL6B	1.0	22.856664950975176	-0.10849650572080805	-3.8830374518013127	-3.1714860186867337	1.9692097325145852	-3.2108729734996793	0.3412629393069935	-0.19740277666378958	0.37732217968331483	-3.686939999597122	0.3616448442379365	22.856664950975176
P14678	23	SNRPB	1.0	26.224333616382882	-0.1737249117430224	-3.898418101783399	-2.9128922652491607	1.738562738620388	-2.661053721013463	0.5897361153406884	0.3337296025986465	0.3093147846618933	-3.027768370155468	0.08477883545383236	26.224333616382882
P14735	22	IDE	1.0	24.006959148790894	0.1658442498333379	-4.026763621523578	-2.471999110049481	0.8667867530252291	-3.31338698748279	0.6123486273629055	0.8348985296085125	0.4394553940648045	-2.5607589424967623	0.6144407509252403	24.006959148790894
P14778	1	IL1R1	0.9977	18.215965757478372	-0.04332091568865337	-3.8688208757763807	-2.6992338423080344	0.660225384154721	-3.1678536311218224	1.0035947673926664	0.9148719955105555	0.7361045635398824	-3.1389022895701206	0.5320348173922511	18.215965757478372
P14780	12	MMP9	1.0	23.181780027506797	-0.1549946607242454	-4.3626192297566355	-3.206596288104171	0.30545974059685577	-3.2612849801326282	-0.014289472251258317	-0.36253904460971587	0.23407619353104536	-3.6113318721363354	1.8438699176230013	23.181780027506797
P14854	15	COX6B1	1.0	26.503059752872506	0.3339199083789737	-3.5057342850205018	-2.251157982907767	0.6217753313354244	-2.726345666331081	0.777593050126896	0.21880946465632434	0.7146692287516778	-3.0650119104808784	0.5345557869389204	26.503059752872506
P14866	65	HNRNPL	1.0	26.489484469106827	-0.20683785094647789	-4.312913013724277	-3.104003005732581	1.4954723004013646	-3.5190676961585563	0.5425858551204605	0.41722569669117604	0.35901082853284905	-3.0124434545920087	0.42885070995786734	26.489484469106827
P14868	57	DARS1	1.0	26.509553658136717	0.12009444996399665	-3.7368076205015033	-2.74041186434871	1.1252073631389194	-2.922483937231828	0.6476116826210259	0.8128760050047816	0.36238505985010505	-2.558430442529133	0.6154909609021644	26.509553658136717
P14920	17	DAO	1.0	26.456634632775643	1.3265883063730577	-3.403337200631576	-1.6108256013729285	0.2690635996132862	-2.8762994433785147	0.039815127260073524	-0.010096823725561421	1.0976537521439411	-3.368038084144441	0.04889618140912688	26.456634632775643
P14923	56	JUP	1.0	26.293925318088544	0.17939196955784809	-4.276495897348409	-2.7294485570069753	1.2948351397033582	-3.166639477940759	0.2934944439899798	-0.002314998717116268	0.7936032624355347	-3.3725665889535534	0.6199904972233696	26.293925318088544
P14927	23	UQCRB	1.0	27.32925224322378	0.33134346877571375	-4.472706248003954	-2.4122931557775793	1.222247740870987	-3.43553790920474	0.4520556375114353	0.32103289428735593	0.6404038120907636	-3.116240708890203	0.3682568285200247	27.32925224322378
P15056	3	BRAF	0.9923	21.351579489320255	0.6938847386210156	-3.5462133675226024	-2.3504261546613847	0.7468068472739517	-2.7431220960128737	0.6399338321712023	0.8245503744432909	0.44030756957675266	-3.4399077043004667	0.5810412147889359	21.351579489320255
